questions,answers
" Giấy thanh toán ra trường được tải từ đâu và sinh viên cần phải làm gì sau khi tải?
","Giấy thanh toán ra trường được tải từ trang web của trường (https://ctt.hust.edu.vn/Upload/Nguyen%20Viet%20Tien/files/M%E1%BA%ABu-Gi%E1%BA%A5y-thanh-to%C3%A1n-ra-tr%C6%B0%E1%BB%9Dng.doc). Sau khi tải giấy thanh toán, sinh viên cần thực hiện các bước sau:

1. In ra 01 bản của Giấy thanh toán ra Trường.
2. Mang Giấy thanh toán ra Trường để thanh toán các công nợ còn lại tại các đơn vị tương ứng: 
   - Học phí: đến Phòng Đào tạo (Phòng 202 Nhà C1).
   - Sách mượn thư viện: đến Thư viện – Tầng 1 Tòa nhà Thư viện Tạ Quang Bửu.
   - Hồ sơ giảm học phí do dịch bệnh Covid-19: đến Bàn số 3 Phòng 103-C1.
3. Ký giấy thanh toán ra Trường vào các ô liên quan tại các đơn vị đã thanh toán.
4. Mang Giấy thanh toán đã ký đến Phòng Công tác Sinh viên (Phòng 102 Nhà C1) để ký xác nhận đã hoàn thành công nợ.
5. Sau khi đã hoàn thành các bước trên, sinh viên có thể nhận hồ sơ tốt nghiệp tại Trường/ Viện đào tạo theo lịch trả của Trường/ Viện đào tạo.

Nếu sinh viên là tốt nghiệp và nhận bằng theo các đợt tốt nghiệp, nếu đã hoàn thành công nợ trước thời gian tổ chức Lễ tốt nghiệp, họ không cần phải làm thủ tục thanh toán ra Trường mà có thể nhận hồ sơ tốt nghiệp sau Lễ tốt nghiệp theo lịch trả của Trường/ Viện đào tạo.
"
" Điều kiện nào làm cho sinh viên được nhận hồ sơ tốt nghiệp ngay sau lễ tốt nghiệp?
","Sinh viên được nhận hồ sơ tốt nghiệp ngay sau lễ tốt nghiệp nếu đã hoàn thành công nợ (bao gồm học phí, sách mượn thư viện, và hồ sơ miễn giảm học phí do Covid19) trước thời gian Nhà trường tổ chức lễ tốt nghiệp 01 tuần. Trong trường hợp này, sinh viên không cần phải làm thủ tục thanh toán ra Trường và có thể nhận hồ sơ tốt nghiệp sau lễ tốt nghiệp theo lịch trả của Trường hoặc Viện đào tạo.
"
" Những trường hợp nào sẽ không được xem xét cho Học bổng Trần Đại Nghĩa?
","Những trường hợp không được xem xét cho Học bổng Trần Đại Nghĩa gồm:

1. Sinh viên đang trong thời gian bị kỷ luật từ mức cảnh cáo trở lên.
2. Sinh viên đã được nhận Học bổng KKHT hoặc học bổng tài trợ khác trong HK2023.2.
3. Sinh viên diện chế độ chính sách được miễn, giảm học phí HK2023.2.
"
" Theo quy trình, sinh viên cần thực hiện những bước nào để đăng ký xét học bổng Trần Đại Nghĩa?
","Để đăng ký xét học bổng Trần Đại Nghĩa theo quy trình được cung cấp, sinh viên cần thực hiện các bước sau:

1. **Xác định đối tượng:**
   - Đối với sinh viên từ K64 đến K68, cần đáp ứng các điều kiện về thời gian học, tích lũy tín chỉ, điểm học tập trung bình, và điểm rèn luyện.
   - Đối với sinh viên các khóa khác gặp tại nạn, rủi ro đột xuất, cần chứng minh được hoàn cảnh như mắc bệnh hiểm nghèo, gặp tai nạn nặng, hoặc gia đình gặp thiên tai, dịch bệnh, hỏa hoạn.

2. **Lựa chọn mức học bổng:**
   - Học bổng Trần Đại Nghĩa nhóm a có 2 mức tương ứng với 50% và 100% học phí của học kỳ 2023.2.
   - Học bổng Trần Đại Nghĩa nhóm b có 2 mức tương ứng với 5 triệu và 10 triệu đồng học phí của học kỳ 2023.2.

3. **Kiểm tra điều kiện không được xét học bổng:**
   - Sinh viên đang trong thời gian bị kỷ luật từ mức cảnh cáo trở lên.
   - Sinh viên đã được nhận Học bổng KKHT hoặc học bổng tài trợ khác trong HK2023.2.
   - Sinh viên được miễn, giảm học phí HK2023.2 theo chế độ chính sách.

4. **Chuẩn bị hồ sơ:**
   - Đơn đăng ký xét học bổng cần được xác nhận của địa phương, có thể tải tại đường link cung cấp.
   - Sổ hoặc Giấy chứng nhận hộ nghèo/ hộ cận nghèo năm 2024 (nếu có).
   - Hồ sơ minh chứng khác về hoàn cảnh kinh tế gia đình khó khăn (nếu có).
   - Bản sao chứng thực Thẻ CCCD (trong vòng 3 tháng kể từ ngày nộp hồ sơ).
   - Giấy xác nhận thông tin về cư trú hoặc Giấy thông báo số định danh cá nhân và thông tin công dân trong Cơ sở dữ liệu quốc gia về dân cư.

5. **Đăng ký và nộp hồ sơ:**
   - Sinh viên đăng ký xét học bổng tại đường link cung cấp và nộp hồ sơ bản giấy tại bàn số 3 phòng 103 nhà C1 trước 12h00 Thứ 2 ngày 01/4/2024.

6. **Kết quả:**
   - Kết quả xét học bổng dự kiến sẽ được công bố cùng với kết quả xét cấp Học bổng khuyến khích học tập vào tuần học thứ 10 của học kỳ 2023.2.
"
" Nếu sinh viên không đạt được yêu cầu cho Học bổng Trần Đại Nghĩa, họ có cơ hội tham gia các chương trình hỗ trợ khác không?
","Không, nếu sinh viên không đạt được yêu cầu cho Học bổng Trần Đại Nghĩa, họ không có cơ hội tham gia các chương trình hỗ trợ khác.
"
" Sinh viên có thể gửi thắc mắc về học phí thông qua email được chỉ định của Ban Đào tạo không?
","Câu hỏi: Sinh viên có thể gửi thắc mắc về học phí thông qua email được chỉ định của Ban Đào tạo không?

Trả lời: Có, sinh viên có thể gửi thắc mắc về học phí qua email được chỉ định của Ban Đào tạo. Địa chỉ email tiếp nhận thắc mắc về học phí là hung.tranle@hust.edu.vn.
"
" Điều gì sinh viên cần thực hiện để cập nhật thông tin cá nhân trên Cổng thông tin sinh viên?
","Để cập nhật thông tin cá nhân trên Cổng thông tin sinh viên, sinh viên cần thực hiện các bước sau:

1. Truy cập vào trang web https://sv-ctt.hust.edu.vn/#/xin-cap-giay.
2. Đăng nhập vào hệ thống bằng tài khoản sinh viên được cấp.
3. Chọn chức năng ""Đăng ký cấp giấy tờ hoặc sửa thông tin SV"".
4. Theo đó, sinh viên cần điền đầy đủ thông tin vào mẫu đơn được cung cấp trên trang web.
5. Gửi đơn qua email bằng cách chụp ảnh cả đơn và thẻ sinh viên, sau đó gửi kèm theo email tới người tiếp nhận tương ứng, trong trường hợp này là chuyên viên Nguyễn Kim Huệ tại Ban Đào tạo (địa chỉ email: hue.nguyenkim@hust.edu.vn).

Nhớ làm theo đúng cấu trúc tiêu đề email được yêu cầu: [Hồ sơ cá nhân] Mã số sinh viên – Họ và tên. Ví dụ: [Hồ sơ cá nhân] 20211234 Nguyễn Văn A.

Điều này sẽ giúp Ban Đào tạo dễ dàng phân loại và xử lý công việc của sinh viên một cách hiệu quả.
"
" Làm thế nào để sinh viên có thể công nhận học phần tương đương/thay thế?
","Sinh viên có thể công nhận học phần tương đương/thay thế bằng cách tiếp cận Ban Đào tạo qua email. Đầu tiên, sinh viên cần tải đơn theo mẫu được cung cấp trong phần hướng dẫn và điền đầy đủ thông tin theo yêu cầu. Sau đó, sinh viên gửi đơn qua email kèm theo ảnh chụp cả đơn và thẻ sinh viên tới người tiếp nhận tương ứng, trong trường hợp này là thu.nguyenthiha@hust.edu.vn.

Để đảm bảo việc xử lý đơn diễn ra một cách chính xác và thuận lợi, sinh viên cần chú ý soạn tiêu đề email theo cấu trúc được quy định: [Chuyển điểm] Mã số sinh viên - Họ và tên. Ví dụ: [Chuyển điểm] 20211234 Nguyễn Văn A.

Bằng cách này, sinh viên có thể thuận tiện gửi và tiếp nhận thông tin liên quan đến việc công nhận học phần tương đương/thay thế mà không cần phải gặp trực tiếp.
"
" Sinh viên cần làm gì khi muốn miễn học phần thông thường như ngoại ngữ?
","Để miễn học phần thông thường như ngoại ngữ, sinh viên cần thực hiện các bước sau:

1. Tải mẫu đơn miễn học phần từ Ban Đào tạo theo hướng dẫn có sẵn trong từng mục tương ứng.
2. Điền đầy đủ thông tin vào đơn và ký tên (nếu cần).
3. Nộp đơn qua email bằng cách chụp ảnh cả đơn và thẻ sinh viên, sau đó gửi kèm theo email tới người tiếp nhận tương ứng theo địa chỉ: ninh.lequang@hust.edu.vn.
4. Tiêu đề email cần được soạn theo cấu trúc: [Miễn điểm] Mã số sinh viên - Họ và tên, ví dụ: [Miễn điểm] 20211234 Nguyễn Văn A.

Lưu ý: Đơn xin miễn học phần thông thường như ngoại ngữ phải được nộp trực tiếp tại Ban Đào tạo (phòng 202A-C1), không tiếp nhận nộp online.
"
" Ai là người xử lý hồ sơ và giải quyết các vấn đề liên quan đến giấy tờ sinh viên tại Ban CTSV?
","Người xử lý hồ sơ và giải quyết các vấn đề liên quan đến giấy tờ sinh viên tại Ban CTSV là cán bộ của Ban Công tác Sinh viên.
"
" Thời gian làm việc của Ban Công tác Sinh viên là gì và có những ngày nào trong tuần không trả kết quả?
","Thời gian làm việc của Ban Công tác Sinh viên là từ thứ 2 đến thứ 6 hàng tuần, không tính ngày lễ và tết. Ngày nào trong tuần không trả kết quả là thứ 3 và thứ 5.
"
" Thời gian thực tập được sắp xếp như thế nào trong kế hoạch đào tạo?
","Thời gian thực tập trong kế hoạch đào tạo được sắp xếp như sau:

1. Thời gian thực tập được xác định trong lịch học tập của mỗi năm học, bao gồm cả học kỳ chính và học kỳ hè.

2. Sinh viên cần tuân thủ thời gian được chỉ định để thực hiện thực tập theo kế hoạch đào tạo của Trường ĐHBK Hà Nội.

3. Thời gian thực tập có thể được điều chỉnh hoặc thay đổi theo yêu cầu cụ thể của chương trình học và quy định của trường.

4. Chi tiết về thời gian thực tập cũng có thể được cung cấp trong tài liệu chi tiết của Khung kế hoạch thời gian hệ đại học và sau đại học năm học 2023-2024 của Trường.
"
" Học phần nào trong kế hoạch có thể được điều chỉnh đăng ký?
","Học phần nào trong kế hoạch có thể được điều chỉnh đăng ký?

Trong kế hoạch đã nêu, học phần có thể được điều chỉnh đăng ký trong học kỳ được quy định. Điều này được đề cập trong mục ""Lịch đăng ký học tập"", trong đó có việc đăng ký và điều chỉnh đăng ký các học phần trong học kỳ.
"
" Phần nào trong tài liệu hướng dẫn chứa hướng dẫn đăng ký mới hoặc reset mật khẩu bị mất trong Office 365?
","Phần trong tài liệu hướng dẫn chứa hướng dẫn đăng ký mới hoặc reset mật khẩu bị mất trong Office 365 là mục ""3.2 Hướng dẫn đăng ký mới hoặc reset lại mật khẩu bị mất"".
"
" Sổ tay sinh viên được nhà trường biên soạn nhằm mục đích gì?
","Sổ tay sinh viên được nhà trường biên soạn nhằm mục đích cung cấp thông tin và chỉ dẫn cơ bản, gần gũi nhất với việc học tập và rèn luyện tại Đại học Bách Khoa Hà Nội. Đây là một nguồn tài liệu hữu ích giúp sinh viên nắm vững các quy định, quy chế, và thông tin liên quan đến cuộc sống học đường, từ việc giới thiệu về trường, các đơn vị quản lý sinh viên, đến các hướng dẫn về đăng ký học phần, công tác sinh viên, khung rèn luyện, chế độ chính sách, cũng như kinh nghiệm tham gia các hoạt động ngoại khóa và đời sống sinh viên. Đồng thời, sổ tay cũng như một người bạn đồng hành giúp sinh viên tiếp cận thông tin và tài nguyên hỗ trợ một cách hiệu quả nhất trong quá trình học tập tại trường.
"
" Sổ tay sinh viên 2023 bao gồm những nội dung chính nào?
","Sổ tay sinh viên 2023 bao gồm các nội dung chính sau:

1. Giới thiệu về Đại học Bách Khoa Hà Nội.
2. Đơn vị quản lý sinh viên, ngành, chuyên ngành và chương trình đào.
3. Quy chế đào tạo theo hệ thống tín chỉ.
4. Quy trình và hướng dẫn sinh viên đăng ký học phần trực tuyến.
5. Quy chế Công tác sinh viên và Khung rèn luyện đối với sinh viên nội trú và ngoại trú.
6. Một số công tác sinh viên khác, bao gồm: Công tác Đoàn, Hội, chế độ chính sách, thư viện, y tế trường học.
7. Hướng dẫn về công tác sinh viên, bao gồm: Học bổng, chế độ chính sách, vay vốn tín dụng, nghỉ học dài ngày.
8. Kinh nghiệm tham gia các hoạt động ngoại khóa và đời sống của sinh viên.

Đây là những thông tin cơ bản và hữu ích giúp sinh viên tiếp cận và tham gia vào môi trường học tập và rèn luyện tại trường Đại học Bách Khoa Hà Nội.
"
